Date,RGB,MTRONIC,CUSCAPI,GPACKET,NOTION,DAYA,TRIVE,FRONTKN,MYEG,KEYASIC,INARI,PTRANS,INTA,AMBANK,CIMB,MAYBANK,MBSB,SUMATEC,PBBANK,IWCITY,DRBHCOM,MRCB,IOICORP,COMFORT,ABMB,HUAAN,L&G,GENTING,IJM,BJCORP,JOHAN,MUIIND,TADMAX,SIME,LIONIND,HENGYUAN,DNEX,PHB,MEDIA,POS,YTL,GENM,JAKS,VERSATL,MIECO,AIRPORT,COMPUGT,LUSTER,HIAPTEK,HEVEA,MASTEEL,AIRASIA,CNI,ALAM,DAYANG,UEMS,XDL,JCY,MINDA,HARTA,KSTAR,SIGGAS,PCHEM,MHB,CNOUHUA,APFT,HIBISCS,ARMADA,SUNWAY,SAPNRG,GLOTEC,FGV,IHH,IGBREIT,AAX,VELESTO,BAUTO,IOIPG,ECONBHD,BPLANT,ICON,REACH,BIMB,MALAKOF,SERBADK,LCTITAN,SIMEPLT,SIMEPROP,TENAGA,GAMUDA,LBS,MAXIS,STAR,MALTON,ASTRO,YTLPOWR,AXIATA,DIGI,VS,HUBLINE,BORNOIL,YONGTAI,VIZIONE,TIGER,PERMAJU,SUPERMX,PERDANA,TOPGLOV,PWORTH,CAELY,SKPRES,SCOMI,PENTA,KNM,CAB,DBE,D&O,THHEAVY,DESTINI,MINETEC,PA,DUFU,BIOOSMO,BARAKAH,DIALOG,DATAPRP,SALCON,SPSETIA,PMETAL,EKOVEST,ANZO,HWGB,WCT
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-04,-0.05263152705447749,0.0,-0.022222200592592056,0.03658540523497966,-0.020202001816141513,0.0,-0.08333331805555533,-0.03846150394477199,-0.009433976251928544,-0.026315768698060737,0.0,0.017857049835852568,-0.01449273917244287,-0.01686753535144614,-0.01652898823850646,0.0,-0.02702700056001983,0.0,0.005025144819575722,-0.023255792933116304,0.017543842884990557,-0.028037465927151173,0.0,-0.034313693776431564,0.029810269187212635,0.0,0.023255790265008347,0.017045410766400648,-0.061488644203032905,-0.05333336266666677,-0.033898276070093436,0.0,-0.03333339866666407,0.0550459327834405,-0.01526716173299869,0.08555129093597014,0.03703700237768648,0.0,-0.023255792933116304,-0.0037735811847635636,-0.008547000314120368,-0.017681758407601333,0.014285700959183467,-0.016129017082900043,-0.04188477770894383,0.024242401090909027,0.0,-0.043478286200377525,0.0,-0.015624985510253375,-0.04697977041874557,0.022292971547527962,0.1875000171875003,-0.029411734948097124,0.0,-0.0190476018231287,0.017543845860264362,-0.03260872769376122,-0.03225803204994826,-0.04288711129575462,0.0,-0.018518610373796096,0.004054017920928077,-0.01785712674319684,-0.0952380789115641,-0.16666663888888789,0.0,-0.0066666600000000464,-0.012269927031502759,0.023999976799999878,0.1111110839506182,-0.016483537419112237,-0.00531910154481563,0.0,-0.04285710359183592,-0.0303030897153328,0.0,0.0,0.012618321696902246,-0.005778087783984587,0.0,-0.012499987312500127,-0.0023256345478616103,-0.026881758937449263,-0.006249993968750145,0.0042105223157895555,-0.03193619095541167,-0.06666669983333184,0.00776194554765075,-0.028629840719415545,-0.008888880444444358,-0.01686339070834786,0.007518789230595457,-0.03664917970998538,-0.0035211199283579075,-0.01739128818903557,0.0018762155989855422,0.0021552218294826897,-0.02531651256841949,-0.043478286200377525,0.0,0.0,-0.031249969531249255,0.0,-0.03846150147928862,0.005291000039192584,,-0.0014859181235908903,0.021276578813942848,0.1500000027499997,-0.00975608852111809,0.0,-0.020576111778354056,0.021276578813942848,-0.03921564975009528,0.0,-0.022222201086420257,-0.0952380789115641,0.022727250103305785,-0.0357142568877552,0.1111110839506182,-0.10156249839477527,0.0,-0.026666640000000075,0.020746867309447747,-0.052631532132963565,0.0,-0.051575950282017335,-0.0038461809996883645,-0.00523559695183784,-0.05555558641975189,0.0,0.012987000969809426
2017-12-05,-0.018518610356649257,0.0,-0.02272725237603279,0.023529387570935034,-0.04123713283026831,-0.06666670399999841,-0.18181814545454533,-0.03999996266666672,-0.009523823779290175,0.0,-0.05555557606310002,-0.01754376986309847,0.0,0.007353037824441744,0.0033613414524398255,0.0010811058378377147,-0.0277778609310666,0.1111110839506182,0.0010000230000000165,-0.015873000125976255,-0.005747121231338359,0.028846241438612585,0.0,-0.04060915779844865,0.007894729573407089,-0.04347828185255165,-0.022727250103305563,-0.01675973421241428,0.017241375270873327,0.014084577901212425,-0.017543842351492644,-0.024390219750148545,0.08620691961950122,-0.043478220037806214,-0.04651158509103892,-0.01225922495790377,-0.011904750368480266,0.0,0.0,0.0075757500774797926,-0.02586204556331695,0.03199996939999994,0.0,-0.010929016142612658,-0.010929016142612658,-0.01775143448408556,0.0,0.0,-0.013333319999999982,-0.07936509824892934,-0.04929578046022587,-0.0124610472045108,0.10526313795013831,-0.12121218273645296,-0.008130074664551623,-0.009708728428692193,0.0,0.01123594399696981,0.0,-0.007650240100807837,0.07692311005917274,-0.00943395428088234,-0.0067294367641269615,0.030303074380165995,-0.10526313795013842,0.0,0.05555549915123681,0.0,0.0,-0.05468744889526245,-0.09999997800000027,0.0,-0.0017825719716818567,0.0,0.0,-0.031249972558593075,0.009756126113043662,0.005291000039192584,-0.021806850583748427,-0.04069768320174105,0.0,0.0,-0.006992944817186819,-0.016574569591892296,-0.022012632240614338,-0.0020963840754364416,0.004123707503454144,0.03571425162627562,0.002567387042168967,-0.010526353270025157,-0.0044843004102236295,0.013722113901008859,0.0,-0.027173951671785823,-0.010600686072055887,0.008849549596679385,0.0056179273671268515,0.012903213284773063,0.0,0.0,0.0,-0.013333320666666704,-0.03225803204994826,0.0,0.019999979999999917,-0.042105223689750226,,-0.038690440494790646,0.0,0.2499999521739138,0.019704415059816682,-0.10344828561236641,-0.10924378804462531,-0.020833317100694138,-0.01020407123073741,0.0,-0.0303030897153328,0.05263160055401683,0.022222267259260464,0.0,-0.09999997800000027,-0.060869508226841784,0.0,-0.0410959331206594,0.01219511038072607,0.0,0.03488368780421891,0.0271903787159673,-0.019304971977716967,-0.015789459146814178,-0.05882356401384026,0.0,-0.03205125309418044
2017-12-06,-0.01886791043075753,0.0,-0.011627895159545876,0.03448272627824012,0.02150535465371739,-0.07142860000000006,0.0,0.05555550061728609,-0.009615398663201269,0.0,0.035947756551968135,-0.01785715791038056,-0.014705870415224864,0.0048661652322108395,0.0,0.001079938310226236,-0.0190476018231287,0.0,-0.002997071859208056,0.0,-0.005780340976978771,-0.009345895807489124,0.008968601268877219,-0.015873001175778723,0.0,0.022727250103305785,0.0,-0.0011363896344259716,-0.03050853260083186,0.013888877237654862,0.0,0.024999974625000476,-0.015873003275384212,-0.022727250867769055,-0.008130073045145125,-0.024822671693450538,-0.012048183364784304,0.0,0.0,-0.005639137035727271,0.0,0.01937991956688534,0.0,0.0,-0.011049713061261568,-0.006024119258963068,0.0,0.0,0.0,0.0,-0.02962965884224822,0.006309142120032973,-0.04761901088435272,-0.03448272508917871,-0.008196712926632821,0.00980391194732766,0.0,-0.011111100296295917,-0.03333339866666407,0.0044052821954627674,0.0,-0.03809520364625696,0.0027100244838831333,0.03529408253287292,0.0,0.0,0.03289478464335249,0.006711402639520747,0.0062111744801511826,-0.20247938537668042,0.0,0.0,0.0017857552088655915,-0.0062893017562598574,0.014925360837603208,-0.016129016024974074,0.009661863751794009,-0.00526315269806088,-0.012738878554910071,-0.00605822293638647,-0.041666630034721486,-0.012658290786731197,0.0,0.033707900530236756,-0.0032154309767268296,0.0042016764785326455,0.05954824800585201,0.03448282942925274,-0.0025608124454790104,-0.010638233407097575,0.04954950160498406,0.0016920861690166156,0.0,0.027933001710309657,-0.010714264266556972,0.01754384319790714,-0.005586542576697662,0.010615751719023514,-0.003246699429767075,0.0,0.0,0.0,-0.03333339866666407,-0.11111117283950345,-0.03921564782775777,0.01098900023547933,,-0.009287916818430109,-0.020833317100694138,-0.043478220037806214,-0.00483091319984108,0.0,0.004717088932900015,-0.02127657455862375,0.005154633866510938,-0.14285717142857157,0.0,-0.05000001949999966,0.0,0.037037006035666176,0.1111110839506182,0.0,-0.08333331805555533,-0.05714280383673376,-0.016064241702553272,-0.05555558117283854,0.0,0.002941173741349612,0.001968564883805035,-0.005347588223855393,0.0,0.09090907272727278,-0.006622509977632585
2017-12-07,0.0,0.0,-0.011764764373700776,0.0,0.0,0.0,0.1111110839506182,0.0,-0.009708636573476648,-0.0270269997078163,0.015772855457811596,0.0,0.029850718690132005,0.0,-0.0016750003939280944,0.0,0.0,-0.09999997800000027,0.0030060813008814247,-0.008064508805931347,0.005813947576392753,0.0,-0.002222273111111117,0.005376338669210279,0.018276807412281437,0.0,-0.02325586468361185,0.0,0.0,-0.02739731705760784,0.035714253443877686,0.024390219750148434,-0.03225803204994826,0.013953474732288251,0.03278685249932889,0.02545452090909084,0.012195112314098644,0.0,-0.039682501902242096,0.017013261369849486,0.04424774621348582,-0.0019011841377621908,0.0,-0.0055248565306308395,0.0,0.006060629212121249,0.0,0.0,0.013513499817385144,0.051724192850774564,0.007633580529495365,0.00940437976926356,0.0,-0.0357142568877552,-0.008264454285909717,-0.009708728428692193,0.0,-0.011235943996970033,0.03448282853745743,0.007675405139802249,0.0,0.009900981286148358,0.002702700100438271,-0.022727251265495796,0.0,0.0,-0.0063694966043224,-0.013333319999999982,0.0,-0.1398963674997985,0.0,-0.017241363119302355,0.0017824869449460934,-0.006329108055600274,0.0,-0.016393425853265753,0.028708216380159968,0.031746064785420636,0.0,-0.006095149559735669,0.0,0.0,0.004694830968282604,-0.010869555233932182,-0.012903213943808,-0.010460290544631712,0.025193821483460166,0.066666599833336,-0.0038510491775480826,0.02150534847830432,0.017167366225201652,0.003378375125548061,0.0223880382546231,0.0,-0.018050505235035708,0.04310351070897922,0.0037453146866979203,-0.018907594258437133,-0.016286669062500758,0.0,0.0,-0.020270250415449387,0.0,0.12500007812500202,-0.020408203665138736,0.005434777619919728,,0.0,-0.02127657455862375,0.00909089980165323,0.033980666474222154,-0.03846150147928862,-0.02816909755339103,-0.0217391735349709,-0.005128199873767447,0.0,0.03125006318359502,0.0,-0.04347828185255165,0.0,-0.09999997800000027,-0.009259250557270726,0.09090907272727278,0.01515149940312277,-0.02040814368179955,-0.029411734948097124,-0.03370783423810064,0.0,-0.003929300503303534,-0.021505355752110322,0.0,-0.08333331805555533,0.0066666600000000464
2017-12-08,-0.01923075073964442,0.0,0.0,0.12222224103703772,0.06315789763988944,0.07692311005917274,-0.09999997800000027,0.013157881752077438,0.019607753310381337,0.027777748919754153,0.031055870527757712,0.0,0.05797104654484353,0.0048426003388089,-0.0016778907611141314,-0.002157546603219429,-0.009708728428692193,0.0,0.0,0.04065036685174217,-0.011560682531992383,-0.01886790761836865,-0.004454338979965167,0.037433183877148224,0.015384600394477532,0.04444446785185252,0.0,-0.009101242815227506,-0.024475469537613925,0.014084577901212425,0.0,0.04761907777777874,-0.0166667493333299,-0.027523017961448515,0.03174600183925391,0.04609933266372512,0.012048180955145593,0.0,-0.024793462031279634,0.0018586899234405152,-0.025423706205112584,0.007619040380952402,0.021126825287643536,-0.033333301999999176,-0.005586586710776609,-0.007228966098706935,0.0,-0.04545456404958692,0.06666668266666664,0.016393426659500276,0.02272731088154223,-0.006211174167663258,0.04999995950000047,0.0,0.00833332466666703,-0.009803912927719871,-0.017241365992865076,-0.011363627324379899,0.06666659733333624,0.0174103165737034,0.0,-0.019607824875047752,-0.001347739743607912,0.0,0.05882356401384059,0.0,0.0,-0.006756751260043936,0.006172833314281201,0.024096435433300645,0.0,0.0,0.007117430927293222,0.0,-0.014705870415224864,-0.0166667493333299,0.004651063851262238,-0.025641061932938025,0.0,0.0,-0.0217391735349709,-0.03846150394477199,-0.016355179571357903,-0.01098906562009272,0.016339853899141055,-0.016913303103307853,0.017013261369849486,0.07031252815551836,-0.001288688369828317,0.010526353270025046,0.0,0.0016834599165054254,0.0,0.08695650165406454,-0.018382404207174186,-0.024793462031279634,0.0,0.00428265110803383,0.009933809773282842,0.0,0.05555549753086675,-0.013793171957191652,0.03448282853745743,0.0,0.0,-0.010810800400292364,,0.023437514652099534,0.04347822098298759,0.09009011057543992,0.06103280236725839,0.0,0.0241545674484811,0.0,-0.015463964486128967,0.0,-0.015151590312209917,-0.052631526869805434,0.022727250103305785,0.0,0.1111110839506182,0.02803735564678278,-0.08333331805555533,-0.029850805257294222,0.008333325086805843,0.030302998714418106,0.0,0.0,0.001972353222019718,0.016483500627944014,0.0,0.0,-0.01986753059514923
2017-12-11,0.058823593310266764,0.1111110839506182,-0.011904750368480266,0.019801962572296494,0.08910894543672221,0.07142861428571412,0.0,0.07792208514083354,-0.004807641598047141,0.10810808531775051,0.006024090784221059,0.018181833787422885,0.0,0.00481926257622467,0.03865546661902419,0.0,0.0,0.1111110839506182,0.008991023769437279,0.0,0.005847947823262034,0.0,0.0,0.015463901599532814,0.03282831155366783,0.042553217202354165,0.023809576984128666,0.0,-0.017921142526783007,0.013888877237654862,0.05172419108204673,0.04545456838842998,-0.033898276070093436,-0.009433953809184437,0.030769294213019993,0.008474527829647416,0.08333339781746218,0.0,-0.008474568170065755,-0.053803333619600546,0.01739128818903568,0.020793976141809445,0.0,0.011494241313251496,-0.01123594512056536,0.0036408601739994495,-0.16666663888888789,0.0,0.03749996443750048,-0.032258033610822356,0.06666665856790166,-0.0031249971406251964,0.09523814557823274,0.11111111440329191,0.0,0.0,0.0,0.0,0.031250069531251645,0.009625582280537559,-0.07142860000000006,0.0,0.001349558597365963,-0.011627895159545876,-0.05555558641975189,0.19999995999999998,0.044871831155491204,0.006802715516682989,-0.018404890240505734,-0.0411765000138401,0.1111110839506182,0.0,0.0,0.0,0.0,0.0,0.01388892901316563,0.03157898039889262,0.003225764490115024,0.0,0.022222267259260464,0.05333336266666677,0.045130654462003594,-0.016666651555555134,-0.0032154309767268296,-0.01290321306971931,0.0,0.058394191757685565,-0.0012903505662900105,0.020833306133961838,0.0,-0.0016806306421847106,0.05109492828067519,-0.02999997099999996,-0.026217266878452716,0.008474669017527692,0.0018656253264937028,0.03198296251108124,-0.0065573673124900145,0.0,-0.052631526869805434,0.0,0.03333329866666812,-0.11111117283950345,0.08333331423611079,0.0,,0.0,0.0,0.016528910224711924,-0.03982297097266796,0.08000004000000005,0.09905662702474305,0.04444446785185252,0.010471194950796292,0.0,0.023076993159765857,0.0,0.011111166962964436,0.0,0.09999997800000049,0.06363630133884413,0.09090907272727278,-0.015384600568046913,0.0,0.05882355813148754,0.011627895159545876,-0.002932548606393137,-0.01968498996371504,-0.005405399929875876,0.06250003906250079,0.0,0.013513500502191578
2017-12-12,0.037036998491084994,0.0,0.08433734138481608,0.0,0.11818181196694222,0.0,0.22222216790123683,0.0240964341994494,0.0,0.09756095704937495,-0.005988018417655505,0.03571420774623313,0.0,0.019417457576113906,0.0,0.0,0.0,-0.09999997800000027,0.007920784355455623,0.007812493145751942,0.0,0.01923075166420052,-0.0022370810894377646,0.03553296091628266,-0.009779941443439744,0.0,-0.02325586468361185,0.04247989487781445,0.014760133372367035,0.0,0.032786854985219716,0.04347822098298759,0.03508768821175701,0.0,0.0,0.047058860326249397,0.021978001569859185,0.09090907272727278,0.06837610672803107,0.007843129753940747,0.051282106158231366,0.044444401255144816,0.027586179776457387,-0.028409063797778633,0.011363626200929566,0.008464291550587033,0.0,0.0476190680272115,-0.024096364319930008,0.0,-0.006944493242024841,0.012539172816698141,-0.08695656370510318,-0.03333339866666407,0.008264454285909828,0.02970294286834596,0.0,0.0,0.06060599742883643,0.0010593464454369261,0.15384623550296106,0.029999970999999848,0.0026954152015026267,0.0,0.11764703391003506,-0.16666663888888789,0.018404889615717623,-0.006756751260043936,-0.00624999428125006,-0.006134964432233048,0.0,0.005847947823262034,0.0,0.0,0.0,-0.01694913634013151,-0.013698669169495692,0.0,-0.0032153923915165805,0.0,0.0,0.025316429674732133,-0.020454579558367048,0.022598848842924957,0.006451606971904278,0.002178595134351813,0.0,0.0,-0.00387592681244453,-0.03877552955936858,-0.016877621908881424,-0.0016835402195352067,-0.013888957783562028,-0.025773232219150954,-0.007692292418437385,0.03361341183532396,-0.00744878265347515,-0.004132227348712547,0.0033001758856381347,0.0,0.0,-0.013986001207882737,-0.03225803204994826,0.12500007812500202,-0.01923075073964442,0.010928951109319796,,0.015267160470835428,0.04166668836805609,0.024390219115606238,0.03686632313279237,0.11111111440329191,0.012875524454309062,0.0,0.03626945797202685,0.16666670555555707,0.015037579976256987,0.11111107283950772,0.04395600094191643,0.07142860663265282,0.0,0.0170941031923475,-0.08333331805555533,-0.046874957275389595,0.01652890939826568,0.11111108456790242,0.011494243625313594,-0.011764764377161008,-0.015105797520405417,0.0,0.0,0.0,0.0
2017-12-13,0.0,0.0,0.022222267259260464,0.0,-0.016260147703087147,-0.06666670399999841,-0.09090907272727278,0.03529408370934339,-0.004830982698535102,0.0,0.0,0.0,0.013698616063051672,0.04761911787982198,0.030744346810360534,0.02594592118918926,0.039215649750095505,0.0,0.0216109340283559,0.03875974610300026,0.01162789573418066,-0.00943395428088234,0.0022420968418834786,0.0,-0.002469192229230921,-0.020408203665138736,0.0,0.018722475487104484,0.0,0.013698616063051672,0.03174600020156193,0.020833375434028634,0.0,0.0,0.007462679666963901,0.00642053930523101,-0.010752679477396332,0.0,-0.023999977599999944,0.0019455698950789913,0.06504058761319409,0.008865282302827682,0.020134208589703384,-0.011695894476933422,0.016853915995454827,0.019184633580905386,0.0,-0.04545456404958692,0.03703700237768648,0.0,0.013986001062806341,0.00928791666363149,0.1428571469387756,0.03448282853745743,-0.008196712926632821,0.03846161775148227,0.0,0.022988484951776966,-0.02857140048979545,0.013756626096693925,0.13333330133333465,0.029126187227824785,0.0013440526778747408,0.017647041854671697,-0.052631526869805434,0.0,0.0,0.006802715516682989,0.006289302385190432,-0.006172833318091708,0.0,0.01162789573418066,0.008833956245864583,0.00636942080814662,0.0,0.017241362544589522,0.0,0.0,-0.0064516265608738355,0.0,0.0,0.0,0.01624133919391091,0.03314920658710174,0.019230827946254525,0.028260894931474878,-0.020446120942219537,-0.062068986910819746,0.0,0.008492578774646153,-0.0042918417708927015,0.0016863793069237243,0.01408457789129347,0.05291006600039205,0.019379900095330305,0.07317075740630541,0.00562855730352152,-0.010373483239784376,0.019736914094805158,-0.04545456404958692,0.0,0.0,0.0,0.0,-0.03921564782775777,0.043243201601169234,,0.025563920988184607,0.0,0.04761909720332613,0.013333320444444574,-0.03333339866666407,-0.01694913719477098,-0.02127657455862375,-0.009999989999999959,-0.14285717142857157,0.007407399868312847,0.0,-0.01052630539612176,-0.03333339866666407,0.09090907272727278,0.00840335337899889,0.09090907272727278,0.0,0.0,0.0,0.03409094333677709,0.011904821800597265,0.0,0.010869554146975657,0.0,0.0,0.0
2017-12-14,-0.01785712493622449,0.0,-0.0217391735349709,0.01941745683853302,-0.03305791631718935,0.0,-0.09999997800000027,-0.03409087742768557,0.029126257533608424,0.0,0.012048181568442118,-0.03448268593702997,0.0,0.013636350387397078,-0.00941914349666928,0.0052687241524276285,0.0,0.1111110839506182,-0.0019230293971875811,-0.014925358587659088,0.005747120656625748,0.028571516544221742,-0.013422806670870147,0.019607824875047752,-0.019801961572394555,-0.06250000546875012,0.023809576984128666,-0.0281081328648648,-0.007272720363636465,-0.013513499817385255,0.0,-0.020408203665138736,0.0,0.00952380090702909,-0.00740740060905376,0.0223285271844611,-0.010869554158790318,-0.08333331805555533,-0.008196712926632821,-0.0019417920030154745,0.007633671324518421,-0.007029870228347557,-0.026315764802631314,-0.053254456160497954,-0.016574569591892296,0.0,0.0,0.0,0.0,0.00833332466666703,0.00689660061197106,0.027607335974255687,0.12500006979166844,-0.03333339866666407,-0.008264454285909717,0.018518500188615228,0.0,-0.011235943996970033,0.029411734948097346,0.017745310787958823,0.0,0.05660383511926281,0.0,-0.023121365050620013,0.0,0.0,0.0,0.006756749908692461,0.06250001406249983,-0.024844696678369194,0.0,-0.005747121231338359,0.017513118097110647,0.044303753857555916,-0.014925357852528909,-0.01694913634013151,0.0,-0.010204071740941734,0.009740231386511145,0.0,0.0,-0.012345666636183528,0.013698616766748328,-0.010695176447710786,0.012578604137494898,0.012684977327481084,-0.0037950628220316807,0.04411760469290682,0.001296981550745313,0.0,-0.008620681714476719,-0.0016835402195352067,-0.006944519864001464,-0.020100483316077833,-0.015209186539276609,-0.030303090472908578,-0.007462679291044827,0.0,-0.012903207184840837,-0.04761901088435272,0.0,0.014184384019918284,0.0,0.0,0.0,0.005181403766545412,,0.014662742152200536,0.0,0.04545450123967121,-0.017543842767004936,0.03448282853745743,0.051724192873069175,0.021739108317580857,-0.010101000908070645,0.0,0.0,0.09999997900000035,-0.042553214984155874,0.0,0.08333331805555533,-0.0166667493333299,-0.08333331805555533,-0.016393425853265753,0.004065036929076671,0.09999997850000009,0.0,0.0,0.018404939768151607,-0.01075267733842078,0.0,0.0,0.013333320666666593
